Algoritmo;Paralelo;TamanhoArray;Distribuicao;Threads;Amostra;TempoNanos;TempoMillis
Merge Sort Paralelo (ForkJoin);true;100000;NEARLY_SORTED;8;3;7403700;7.4037
Merge Sort Paralelo (ForkJoin);true;100000;NEARLY_SORTED;8;4;7221200;7.2212
Merge Sort Paralelo (ForkJoin);true;100000;NEARLY_SORTED;8;5;6528000;6.5280
Bubble Sort Serial;false;100000;REVERSED;1;1;12622232500;12622.2325
Bubble Sort Serial;false;100000;REVERSED;1;2;17776231100;17776.2311
Bubble Sort Serial;false;100000;REVERSED;1;3;17314026600;17314.0266
Bubble Sort Serial;false;100000;REVERSED;1;4;13114219700;13114.2197
Bubble Sort Serial;false;100000;REVERSED;1;5;12946946000;12946.9460
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;2;1;4150636800;4150.6368
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;2;2;3852689800;3852.6898
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;2;3;3693894100;3693.8941
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;2;4;3946584200;3946.5842
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;2;5;3911503900;3911.5039
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;4;1;2987409900;2987.4099
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;4;2;3149262900;3149.2629
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;4;3;3033938600;3033.9386
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;4;4;2868746700;2868.7467
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;4;5;2767037700;2767.0377
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;8;1;5251959700;5251.9597
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;8;2;4624865100;4624.8651
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;8;3;5776389400;5776.3894
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;8;4;4845952900;4845.9529
Bubble Sort Paralelo (Odd-Even);true;100000;REVERSED;8;5;4305827600;4305.8276
Insertion Sort Serial;false;100000;REVERSED;1;1;8151779400;8151.7794
Insertion Sort Serial;false;100000;REVERSED;1;2;2395884500;2395.8845
Insertion Sort Serial;false;100000;REVERSED;1;3;2334632000;2334.6320
Insertion Sort Serial;false;100000;REVERSED;1;4;2417710000;2417.7100
Insertion Sort Serial;false;100000;REVERSED;1;5;2427720000;2427.7200
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;2;1;1944067500;1944.0675
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;2;2;2089807500;2089.8075
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;2;3;1919871500;1919.8715
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;2;4;1936111300;1936.1113
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;2;5;2045866300;2045.8663
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;4;1;634494500;634.4945
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;4;2;625442100;625.4421
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;4;3;599368700;599.3687
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;4;4;599357800;599.3578
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;4;5;638243400;638.2434
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;8;1;255340400;255.3404
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;8;2;242166400;242.1664
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;8;3;248840500;248.8405
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;8;4;257066000;257.0660
Insertion Sort Paralelo (ForkJoin);true;100000;REVERSED;8;5;270618600;270.6186
Quick Sort Serial;false;100000;REVERSED;1;1;3746400;3.7464
Quick Sort Serial;false;100000;REVERSED;1;2;4369800;4.3698
Quick Sort Serial;false;100000;REVERSED;1;3;3777800;3.7778
Quick Sort Serial;false;100000;REVERSED;1;4;3651500;3.6515
Quick Sort Serial;false;100000;REVERSED;1;5;3772300;3.7723
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;2;1;2942200;2.9422
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;2;2;3398700;3.3987
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;2;3;7098100;7.0981
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;2;4;3398100;3.3981
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;2;5;2948500;2.9485
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;4;1;2971800;2.9718
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;4;2;3070100;3.0701
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;4;3;5204100;5.2041
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;4;4;2764000;2.7640
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;4;5;2421000;2.4210
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;8;1;2418500;2.4185
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;8;2;2470300;2.4703
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;8;3;3640000;3.6400
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;8;4;4655900;4.6559
Quick Sort Paralelo (ForkJoin);true;100000;REVERSED;8;5;2468000;2.4680
Merge Sort Serial;false;100000;REVERSED;1;1;13882100;13.8821
Merge Sort Serial;false;100000;REVERSED;1;2;12672200;12.6722
Merge Sort Serial;false;100000;REVERSED;1;3;13447800;13.4478
Merge Sort Serial;false;100000;REVERSED;1;4;12176300;12.1763
Merge Sort Serial;false;100000;REVERSED;1;5;12987400;12.9874
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;2;1;8678600;8.6786
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;2;2;7052800;7.0528
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;2;3;9932400;9.9324
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;2;4;7681300;7.6813
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;2;5;10248500;10.2485
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;4;1;10941100;10.9411
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;4;2;6900000;6.9000
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;4;3;7879000;7.8790
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;4;4;7437500;7.4375
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;4;5;5341300;5.3413
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;8;1;8468600;8.4686
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;8;2;4969100;4.9691
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;8;3;7726200;7.7262
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;8;4;6527700;6.5277
Merge Sort Paralelo (ForkJoin);true;100000;REVERSED;8;5;4432800;4.4328
Bubble Sort Serial;false;5000;RANDOM;1;1;81085600;81.0856
Bubble Sort Serial;false;5000;RANDOM;1;2;58865900;58.8659
Bubble Sort Serial;false;5000;RANDOM;1;3;43795300;43.7953
Bubble Sort Serial;false;5000;RANDOM;1;4;92971800;92.9718
Bubble Sort Serial;false;5000;RANDOM;1;5;44024400;44.0244
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;2;1;66169200;66.1692
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;2;2;17979000;17.9790
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;2;3;34536700;34.5367
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;2;4;19032600;19.0326
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;2;5;35366900;35.3669
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;4;1;120889900;120.8899
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;4;2;93182300;93.1823
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;4;3;17084900;17.0849
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;4;4;33574700;33.5747
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;4;5;11749700;11.7497
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;8;1;140760800;140.7608
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;8;2;42601600;42.6016
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;8;3;24814500;24.8145
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;8;4;146570000;146.5700
Bubble Sort Paralelo (Odd-Even);true;5000;RANDOM;8;5;66620800;66.6208
Insertion Sort Serial;false;5000;RANDOM;1;1;4799800;4.7998
Insertion Sort Serial;false;5000;RANDOM;1;2;3702400;3.7024
Insertion Sort Serial;false;5000;RANDOM;1;3;3791200;3.7912
Insertion Sort Serial;false;5000;RANDOM;1;4;3145000;3.1450
Insertion Sort Serial;false;5000;RANDOM;1;5;3482200;3.4822
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;2;1;6544000;6.5440
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;2;2;3510100;3.5101
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;2;3;3651500;3.6515
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;2;4;5099400;5.0994
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;2;5;4116900;4.1169
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;4;1;3279600;3.2796
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;4;2;4157100;4.1571
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;4;3;3087500;3.0875
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;4;4;2934300;2.9343
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;4;5;3011700;3.0117
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;8;1;3313600;3.3136
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;8;2;2489100;2.4891
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;8;3;3082900;3.0829
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;8;4;2523100;2.5231
Insertion Sort Paralelo (ForkJoin);true;5000;RANDOM;8;5;3911900;3.9119
Quick Sort Serial;false;5000;RANDOM;1;1;472500;0.4725
Quick Sort Serial;false;5000;RANDOM;1;2;558500;0.5585
Quick Sort Serial;false;5000;RANDOM;1;3;549400;0.5494
Quick Sort Serial;false;5000;RANDOM;1;4;463900;0.4639
Quick Sort Serial;false;5000;RANDOM;1;5;526600;0.5266
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;2;1;1653000;1.6530
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;2;2;2005600;2.0056
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;2;3;1741500;1.7415
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;2;4;1767200;1.7672
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;2;5;1752700;1.7527
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;4;1;1748100;1.7481
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;4;2;6843300;6.8433
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;4;3;4704200;4.7042
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;4;4;2111500;2.1115
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;4;5;2022600;2.0226
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;8;1;2047800;2.0478
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;8;2;2163600;2.1636
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;8;3;1902300;1.9023
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;8;4;2116200;2.1162
Quick Sort Paralelo (ForkJoin);true;5000;RANDOM;8;5;2341000;2.3410
Merge Sort Serial;false;5000;RANDOM;1;1;1297800;1.2978
Merge Sort Serial;false;5000;RANDOM;1;2;1253900;1.2539
Merge Sort Serial;false;5000;RANDOM;1;3;1185600;1.1856
Merge Sort Serial;false;5000;RANDOM;1;4;1213400;1.2134
Merge Sort Serial;false;5000;RANDOM;1;5;982500;0.9825
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;2;1;1714300;1.7143
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;2;2;1611400;1.6114
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;2;3;1981200;1.9812
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;2;4;3153700;3.1537
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;2;5;2537400;2.5374
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;4;1;2214500;2.2145
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;4;2;2809200;2.8092
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;4;3;2130300;2.1303
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;4;4;2580100;2.5801
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;4;5;1705000;1.7050
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;8;1;2327600;2.3276
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;8;2;2637200;2.6372
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;8;3;2996400;2.9964
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;8;4;2905800;2.9058
Merge Sort Paralelo (ForkJoin);true;5000;RANDOM;8;5;2206600;2.2066
Bubble Sort Serial;false;5000;NEARLY_SORTED;1;1;22060000;22.0600
Bubble Sort Serial;false;5000;NEARLY_SORTED;1;2;9947500;9.9475
Bubble Sort Serial;false;5000;NEARLY_SORTED;1;3;11506800;11.5068
Bubble Sort Serial;false;5000;NEARLY_SORTED;1;4;10086000;10.0860
Bubble Sort Serial;false;5000;NEARLY_SORTED;1;5;10342600;10.3426
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;2;1;10755800;10.7558
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;2;2;10753500;10.7535
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;2;3;10210900;10.2109
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;2;4;10547500;10.5475
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;2;5;9508700;9.5087
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;4;1;8230700;8.2307
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;4;2;8921900;8.9219
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;4;3;10336800;10.3368
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;4;4;9408900;9.4089
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;4;5;8406400;8.4064
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;8;1;32236500;32.2365
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;8;2;33817500;33.8175
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;8;3;20869400;20.8694
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;8;4;31149700;31.1497
Bubble Sort Paralelo (Odd-Even);true;5000;NEARLY_SORTED;8;5;28995100;28.9951
Insertion Sort Serial;false;5000;NEARLY_SORTED;1;1;557200;0.5572
Insertion Sort Serial;false;5000;NEARLY_SORTED;1;2;589500;0.5895
Insertion Sort Serial;false;5000;NEARLY_SORTED;1;3;338500;0.3385
Insertion Sort Serial;false;5000;NEARLY_SORTED;1;4;471500;0.4715
Insertion Sort Serial;false;5000;NEARLY_SORTED;1;5;390800;0.3908
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;1;2163700;2.1637
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;2;1910300;1.9103
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;3;1627200;1.6272
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;4;1334400;1.3344
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;5;1798800;1.7988
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;1;1478700;1.4787
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;2;1332400;1.3324
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;3;1300200;1.3002
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;4;1585100;1.5851
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;5;1192200;1.1922
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;1;1764900;1.7649
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;2;1577300;1.5773
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;3;1864700;1.8647
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;4;2060800;2.0608
Insertion Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;5;1406000;1.4060
Quick Sort Serial;false;5000;NEARLY_SORTED;1;1;317300;0.3173
Quick Sort Serial;false;5000;NEARLY_SORTED;1;2;255600;0.2556
Quick Sort Serial;false;5000;NEARLY_SORTED;1;3;281100;0.2811
Quick Sort Serial;false;5000;NEARLY_SORTED;1;4;265100;0.2651
Quick Sort Serial;false;5000;NEARLY_SORTED;1;5;273400;0.2734
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;1;1751500;1.7515
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;2;1156100;1.1561
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;3;1101600;1.1016
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;4;1107800;1.1078
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;5;1218600;1.2186
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;1;1987500;1.9875
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;2;1918100;1.9181
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;3;1537100;1.5371
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;4;1403300;1.4033
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;5;3005500;3.0055
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;1;1704800;1.7048
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;2;1846100;1.8461
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;3;1550400;1.5504
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;4;1571700;1.5717
Quick Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;5;1453600;1.4536
Merge Sort Serial;false;5000;NEARLY_SORTED;1;1;984100;0.9841
Merge Sort Serial;false;5000;NEARLY_SORTED;1;2;604200;0.6042
Merge Sort Serial;false;5000;NEARLY_SORTED;1;3;614400;0.6144
Merge Sort Serial;false;5000;NEARLY_SORTED;1;4;593900;0.5939
Merge Sort Serial;false;5000;NEARLY_SORTED;1;5;598000;0.5980
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;1;1692900;1.6929
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;2;1352600;1.3526
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;3;1386200;1.3862
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;4;1573400;1.5734
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;2;5;1900400;1.9004
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;1;1509300;1.5093
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;2;1518400;1.5184
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;3;2635700;2.6357
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;4;1805100;1.8051
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;4;5;1766700;1.7667
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;1;2868900;2.8689
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;2;2366500;2.3665
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;3;1798000;1.7980
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;4;2030900;2.0309
Merge Sort Paralelo (ForkJoin);true;5000;NEARLY_SORTED;8;5;1589200;1.5892
Bubble Sort Serial;false;5000;REVERSED;1;1;28959500;28.9595
Bubble Sort Serial;false;5000;REVERSED;1;2;38920000;38.9200
Bubble Sort Serial;false;5000;REVERSED;1;3;37864600;37.8646
Bubble Sort Serial;false;5000;REVERSED;1;4;43565200;43.5652
Bubble Sort Serial;false;5000;REVERSED;1;5;37178500;37.1785
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;1;8596300;8.5963
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;2;10102100;10.1021
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;3;7973000;7.9730
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;4;10730200;10.7302
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;2;5;11264100;11.2641
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;1;9054600;9.0546
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;2;16142900;16.1429
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;3;11533800;11.5338
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;4;9168800;9.1688
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;4;5;8351800;8.3518
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;1;27666300;27.6663
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;2;34025700;34.0257
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;3;78349000;78.3490
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;4;26978800;26.9788
Bubble Sort Paralelo (Odd-Even);true;5000;REVERSED;8;5;33948800;33.9488
Insertion Sort Serial;false;5000;REVERSED;1;1;5215800;5.2158
Insertion Sort Serial;false;5000;REVERSED;1;2;5210000;5.2100
Insertion Sort Serial;false;5000;REVERSED;1;3;5948900;5.9489
Insertion Sort Serial;false;5000;REVERSED;1;4;5585000;5.5850
Insertion Sort Serial;false;5000;REVERSED;1;5;5817300;5.8173
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;1;6020800;6.0208
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;2;5056900;5.0569
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;3;11860100;11.8601
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;4;6468300;6.4683
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;2;5;7238600;7.2386
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;1;3051500;3.0515
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;2;3761400;3.7614
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;3;4229300;4.2293
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;4;2837700;2.8377
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;4;5;3634200;3.6342
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;1;2356600;2.3566
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;2;2907600;2.9076
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;3;2284300;2.2843
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;4;2223500;2.2235
Insertion Sort Paralelo (ForkJoin);true;5000;REVERSED;8;5;2599200;2.5992
Quick Sort Serial;false;5000;REVERSED;1;1;174600;0.1746
Quick Sort Serial;false;5000;REVERSED;1;2;230100;0.2301
Quick Sort Serial;false;5000;REVERSED;1;3;171100;0.1711
Quick Sort Serial;false;5000;REVERSED;1;4;205900;0.2059
Quick Sort Serial;false;5000;REVERSED;1;5;265000;0.2650
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;2;1;1891000;1.8910
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;2;2;1201800;1.2018
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;2;3;1139500;1.1395
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;2;4;2250000;2.2500
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;2;5;1266200;1.2662
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;4;1;1117600;1.1176
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;4;2;1250200;1.2502
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;4;3;1214900;1.2149
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;4;4;1339500;1.3395
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;4;5;1191700;1.1917
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;8;1;1800300;1.8003
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;8;2;1519300;1.5193
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;8;3;1777700;1.7777
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;8;4;1390700;1.3907
Quick Sort Paralelo (ForkJoin);true;5000;REVERSED;8;5;1293300;1.2933
Merge Sort Serial;false;5000;REVERSED;1;1;572600;0.5726
Merge Sort Serial;false;5000;REVERSED;1;2;774400;0.7744
Merge Sort Serial;false;5000;REVERSED;1;3;864600;0.8646
Merge Sort Serial;false;5000;REVERSED;1;4;783000;0.7830
Merge Sort Serial;false;5000;REVERSED;1;5;894400;0.8944
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;2;1;1436600;1.4366
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;2;2;1450300;1.4503
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;2;3;1790500;1.7905
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;2;4;2292400;2.2924
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;2;5;1701600;1.7016
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;4;1;1817600;1.8176
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;4;2;1647700;1.6477
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;4;3;1473700;1.4737
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;4;4;1455100;1.4551
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;4;5;1757800;1.7578
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;8;1;3309100;3.3091
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;8;2;1876300;1.8763
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;8;3;1775400;1.7754
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;8;4;1936600;1.9366
Merge Sort Paralelo (ForkJoin);true;5000;REVERSED;8;5;1680000;1.6800
Bubble Sort Serial;false;5000;RANDOM;1;1;37344600;37.3446
Bubble Sort Serial;false;5000;RANDOM;1;2;31122900;31.1229
Bubble Sort Serial;false;5000;RANDOM;1;3;28529100;28.5291
Bubble Sort Serial;false;5000;RANDOM;1;4;27890500;27.8905
Bubble Sort Serial;false;5000;RANDOM;1;5;26745000;26.7450
