Algoritmo;Paralelo;TamanhoArray;Distribuicao;Threads;Amostra;TempoNanos;TempoMillis
Merge Sort Serial;false;100;NEARLY_SORTED;1;1;33200;0.0332
Merge Sort Serial;false;100;NEARLY_SORTED;1;2;32600;0.0326
Merge Sort Serial;false;100;NEARLY_SORTED;1;3;34800;0.0348
Merge Sort Serial;false;100;NEARLY_SORTED;1;4;31800;0.0318
Merge Sort Serial;false;100;NEARLY_SORTED;1;5;31800;0.0318
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;1;1022400;1.0224
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;2;816400;0.8164
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;3;727800;0.7278
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;4;835200;0.8352
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;2;5;808100;0.8081
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;1;1052000;1.0520
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;2;1263400;1.2634
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;3;833600;0.8336
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;4;773300;0.7733
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;4;5;898200;0.8982
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;1;930100;0.9301
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;2;814900;0.8149
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;3;775500;0.7755
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;4;822000;0.8220
Merge Sort Paralelo (ForkJoin);true;100;NEARLY_SORTED;8;5;1165700;1.1657
Bubble Sort Serial;false;500;NEARLY_SORTED;1;1;120000;0.1200
Bubble Sort Serial;false;500;NEARLY_SORTED;1;2;116200;0.1162
Bubble Sort Serial;false;500;NEARLY_SORTED;1;3;178100;0.1781
Bubble Sort Serial;false;500;NEARLY_SORTED;1;4;140600;0.1406
Bubble Sort Serial;false;500;NEARLY_SORTED;1;5;139300;0.1393
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;2;1;1524100;1.5241
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;2;2;1512500;1.5125
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;2;3;838900;0.8389
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;2;4;1077100;1.0771
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;2;5;1058200;1.0582
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;4;1;4877300;4.8773
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;4;2;1450400;1.4504
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;4;3;1333600;1.3336
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;4;4;1352800;1.3528
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;4;5;1202800;1.2028
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;8;1;2039300;2.0393
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;8;2;13979800;13.9798
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;8;3;2005200;2.0052
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;8;4;26803500;26.8035
Bubble Sort Paralelo (Odd-Even);true;500;NEARLY_SORTED;8;5;21937700;21.9377
Insertion Sort Serial;false;500;NEARLY_SORTED;1;1;19500;0.0195
Insertion Sort Serial;false;500;NEARLY_SORTED;1;2;18600;0.0186
Insertion Sort Serial;false;500;NEARLY_SORTED;1;3;11600;0.0116
Insertion Sort Serial;false;500;NEARLY_SORTED;1;4;12100;0.0121
Insertion Sort Serial;false;500;NEARLY_SORTED;1;5;11600;0.0116
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;1;907500;0.9075
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;2;1030000;1.0300
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;3;1020300;1.0203
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;4;1002400;1.0024
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;5;1061900;1.0619
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;1;1031100;1.0311
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;2;1127800;1.1278
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;3;910300;0.9103
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;4;817700;0.8177
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;5;816900;0.8169
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;1;798900;0.7989
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;2;902100;0.9021
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;3;755000;0.7550
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;4;774800;0.7748
Insertion Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;5;854200;0.8542
Quick Sort Serial;false;500;NEARLY_SORTED;1;1;37000;0.0370
Quick Sort Serial;false;500;NEARLY_SORTED;1;2;46600;0.0466
Quick Sort Serial;false;500;NEARLY_SORTED;1;3;44900;0.0449
Quick Sort Serial;false;500;NEARLY_SORTED;1;4;36900;0.0369
Quick Sort Serial;false;500;NEARLY_SORTED;1;5;35300;0.0353
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;1;966600;0.9666
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;2;779200;0.7792
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;3;754500;0.7545
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;4;795700;0.7957
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;5;800100;0.8001
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;1;2839300;2.8393
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;2;768200;0.7682
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;3;1097200;1.0972
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;4;870200;0.8702
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;5;771400;0.7714
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;1;832400;0.8324
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;2;759400;0.7594
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;3;1442200;1.4422
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;4;867100;0.8671
Quick Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;5;945300;0.9453
Merge Sort Serial;false;500;NEARLY_SORTED;1;1;75800;0.0758
Merge Sort Serial;false;500;NEARLY_SORTED;1;2;123900;0.1239
Merge Sort Serial;false;500;NEARLY_SORTED;1;3;78400;0.0784
Merge Sort Serial;false;500;NEARLY_SORTED;1;4;75200;0.0752
Merge Sort Serial;false;500;NEARLY_SORTED;1;5;99600;0.0996
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;1;904000;0.9040
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;2;802500;0.8025
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;3;1169700;1.1697
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;4;825200;0.8252
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;2;5;932900;0.9329
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;1;841800;0.8418
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;2;756800;0.7568
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;3;1072500;1.0725
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;4;704800;0.7048
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;4;5;1238400;1.2384
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;1;1005800;1.0058
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;2;862200;0.8622
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;3;851800;0.8518
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;4;1139300;1.1393
Merge Sort Paralelo (ForkJoin);true;500;NEARLY_SORTED;8;5;1066500;1.0665
Bubble Sort Serial;false;100;REVERSED;1;1;77100;0.0771
Bubble Sort Serial;false;100;REVERSED;1;2;163700;0.1637
Bubble Sort Serial;false;100;REVERSED;1;3;115500;0.1155
Bubble Sort Serial;false;100;REVERSED;1;4;123400;0.1234
Bubble Sort Serial;false;100;REVERSED;1;5;183900;0.1839
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;2;1;1069800;1.0698
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;2;2;906100;0.9061
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;2;3;857900;0.8579
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;2;4;844500;0.8445
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;2;5;2703700;2.7037
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;4;1;2216800;2.2168
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;4;2;2183400;2.1834
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;4;3;958300;0.9583
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;4;4;975700;0.9757
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;4;5;1006500;1.0065
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;8;1;3659600;3.6596
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;8;2;4593200;4.5932
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;8;3;5156500;5.1565
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;8;4;6782100;6.7821
Bubble Sort Paralelo (Odd-Even);true;100;REVERSED;8;5;1455000;1.4550
Insertion Sort Serial;false;100;REVERSED;1;1;9100;0.0091
Insertion Sort Serial;false;100;REVERSED;1;2;9400;0.0094
Insertion Sort Serial;false;100;REVERSED;1;3;9300;0.0093
Insertion Sort Serial;false;100;REVERSED;1;4;10600;0.0106
Insertion Sort Serial;false;100;REVERSED;1;5;9200;0.0092
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;2;1;962300;0.9623
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;2;2;996700;0.9967
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;2;3;1170000;1.1700
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;2;4;952800;0.9528
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;2;5;1236200;1.2362
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;4;1;1914600;1.9146
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;4;2;721500;0.7215
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;4;3;972400;0.9724
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;4;4;1048300;1.0483
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;4;5;858800;0.8588
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;8;1;892900;0.8929
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;8;2;806100;0.8061
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;8;3;932000;0.9320
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;8;4;728100;0.7281
Insertion Sort Paralelo (ForkJoin);true;100;REVERSED;8;5;846300;0.8463
Quick Sort Serial;false;100;REVERSED;1;1;17300;0.0173
Quick Sort Serial;false;100;REVERSED;1;2;19900;0.0199
Quick Sort Serial;false;100;REVERSED;1;3;19200;0.0192
Quick Sort Serial;false;100;REVERSED;1;4;16900;0.0169
Quick Sort Serial;false;100;REVERSED;1;5;17100;0.0171
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;2;1;946200;0.9462
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;2;2;1033800;1.0338
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;2;3;949900;0.9499
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;2;4;820200;0.8202
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;2;5;917000;0.9170
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;4;1;1163200;1.1632
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;4;2;1021600;1.0216
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;4;3;831400;0.8314
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;4;4;817800;0.8178
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;4;5;799300;0.7993
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;8;1;852700;0.8527
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;8;2;888100;0.8881
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;8;3;1329500;1.3295
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;8;4;881500;0.8815
Quick Sort Paralelo (ForkJoin);true;100;REVERSED;8;5;835600;0.8356
Merge Sort Serial;false;100;REVERSED;1;1;31500;0.0315
Merge Sort Serial;false;100;REVERSED;1;2;27700;0.0277
Merge Sort Serial;false;100;REVERSED;1;3;25200;0.0252
Merge Sort Serial;false;100;REVERSED;1;4;29600;0.0296
Merge Sort Serial;false;100;REVERSED;1;5;41000;0.0410
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;1;1061000;1.0610
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;2;742800;0.7428
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;3;851200;0.8512
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;4;1480900;1.4809
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;2;5;1110500;1.1105
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;1;831100;0.8311
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;2;997900;0.9979
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;3;792300;0.7923
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;4;842100;0.8421
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;4;5;927500;0.9275
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;1;750500;0.7505
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;2;826700;0.8267
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;3;804900;0.8049
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;4;710400;0.7104
Merge Sort Paralelo (ForkJoin);true;100;REVERSED;8;5;749600;0.7496
Bubble Sort Serial;false;500;REVERSED;1;1;598900;0.5989
Bubble Sort Serial;false;500;REVERSED;1;2;495400;0.4954
Bubble Sort Serial;false;500;REVERSED;1;3;505700;0.5057
Bubble Sort Serial;false;500;REVERSED;1;4;626500;0.6265
Bubble Sort Serial;false;500;REVERSED;1;5;616000;0.6160
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;2;1;942600;0.9426
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;2;2;958200;0.9582
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;2;3;1311700;1.3117
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;2;4;1111700;1.1117
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;2;5;1559200;1.5592
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;4;1;2095900;2.0959
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;4;2;1381100;1.3811
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;4;3;1060700;1.0607
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;4;4;1200600;1.2006
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;4;5;1223100;1.2231
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;8;1;15171700;15.1717
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;8;2;23581600;23.5816
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;8;3;17751500;17.7515
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;8;4;15263800;15.2638
Bubble Sort Paralelo (Odd-Even);true;500;REVERSED;8;5;2838000;2.8380
Insertion Sort Serial;false;500;REVERSED;1;1;63200;0.0632
Insertion Sort Serial;false;500;REVERSED;1;2;63400;0.0634
Insertion Sort Serial;false;500;REVERSED;1;3;87900;0.0879
Insertion Sort Serial;false;500;REVERSED;1;4;64000;0.0640
Insertion Sort Serial;false;500;REVERSED;1;5;63300;0.0633
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;2;1;926800;0.9268
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;2;2;1075300;1.0753
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;2;3;1067200;1.0672
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;2;4;1195400;1.1954
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;2;5;1030000;1.0300
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;4;1;1327500;1.3275
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;4;2;990100;0.9901
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;4;3;1124900;1.1249
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;4;4;863600;0.8636
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;4;5;1275200;1.2752
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;8;1;1028200;1.0282
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;8;2;914900;0.9149
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;8;3;1250400;1.2504
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;8;4;1190000;1.1900
Insertion Sort Paralelo (ForkJoin);true;500;REVERSED;8;5;1981700;1.9817
Quick Sort Serial;false;500;REVERSED;1;1;220200;0.2202
Quick Sort Serial;false;500;REVERSED;1;2;193400;0.1934
Quick Sort Serial;false;500;REVERSED;1;3;197200;0.1972
Quick Sort Serial;false;500;REVERSED;1;4;211300;0.2113
Quick Sort Serial;false;500;REVERSED;1;5;196800;0.1968
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;2;1;882600;0.8826
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;2;2;896500;0.8965
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;2;3;999300;0.9993
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;2;4;1017400;1.0174
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;2;5;1296900;1.2969
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;4;1;1062400;1.0624
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;4;2;1291800;1.2918
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;4;3;1251700;1.2517
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;4;4;1946000;1.9460
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;4;5;1514000;1.5140
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;8;1;1016300;1.0163
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;8;2;1032200;1.0322
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;8;3;1057000;1.0570
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;8;4;875200;0.8752
Quick Sort Paralelo (ForkJoin);true;500;REVERSED;8;5;1036900;1.0369
Merge Sort Serial;false;500;REVERSED;1;1;66500;0.0665
Merge Sort Serial;false;500;REVERSED;1;2;66100;0.0661
Merge Sort Serial;false;500;REVERSED;1;3;97500;0.0975
Merge Sort Serial;false;500;REVERSED;1;4;68600;0.0686
Merge Sort Serial;false;500;REVERSED;1;5;67700;0.0677
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;1;963200;0.9632
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;2;804900;0.8049
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;3;1008600;1.0086
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;4;725700;0.7257
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;2;5;47229000;47.2290
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;1;24082200;24.0822
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;2;7154600;7.1546
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;3;750200;0.7502
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;4;2213900;2.2139
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;4;5;687900;0.6879
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;1;972900;0.9729
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;2;780400;0.7804
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;3;740700;0.7407
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;4;774800;0.7748
Merge Sort Paralelo (ForkJoin);true;500;REVERSED;8;5;701000;0.7010
Bubble Sort Serial;false;1000;RANDOM;1;1;1451300;1.4513
Bubble Sort Serial;false;1000;RANDOM;1;2;1805600;1.8056
Bubble Sort Serial;false;1000;RANDOM;1;3;1317500;1.3175
Bubble Sort Serial;false;1000;RANDOM;1;4;1477400;1.4774
Bubble Sort Serial;false;1000;RANDOM;1;5;1420800;1.4208
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;2;1;1562400;1.5624
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;2;2;1632300;1.6323
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;2;3;1654500;1.6545
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;2;4;1811100;1.8111
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;2;5;2264700;2.2647
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;4;1;2490900;2.4909
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;4;2;5807600;5.8076
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;4;3;3376700;3.3767
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;4;4;2692800;2.6928
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;4;5;1852300;1.8523
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;8;1;81052400;81.0524
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;8;2;57717200;57.7172
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;8;3;57769500;57.7695
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;8;4;48478000;48.4780
Bubble Sort Paralelo (Odd-Even);true;1000;RANDOM;8;5;58276500;58.2765
Insertion Sort Serial;false;1000;RANDOM;1;1;196500;0.1965
Insertion Sort Serial;false;1000;RANDOM;1;2;178600;0.1786
Insertion Sort Serial;false;1000;RANDOM;1;3;128500;0.1285
Insertion Sort Serial;false;1000;RANDOM;1;4;205300;0.2053
Insertion Sort Serial;false;1000;RANDOM;1;5;171900;0.1719
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;2;1;2275100;2.2751
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;2;2;1422900;1.4229
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;2;3;1743200;1.7432
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;2;4;1531600;1.5316
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;2;5;1429500;1.4295
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;4;1;1427500;1.4275
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;4;2;1848000;1.8480
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;4;3;1358800;1.3588
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;4;4;1310500;1.3105
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;4;5;1753900;1.7539
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;8;1;1196400;1.1964
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;8;2;1361200;1.3612
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;8;3;1323000;1.3230
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;8;4;1376300;1.3763
Insertion Sort Paralelo (ForkJoin);true;1000;RANDOM;8;5;1492000;1.4920
Quick Sort Serial;false;1000;RANDOM;1;1;145300;0.1453
Quick Sort Serial;false;1000;RANDOM;1;2;95500;0.0955
Quick Sort Serial;false;1000;RANDOM;1;3;95300;0.0953
Quick Sort Serial;false;1000;RANDOM;1;4;99800;0.0998
Quick Sort Serial;false;1000;RANDOM;1;5;96300;0.0963
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;2;1;992300;0.9923
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;2;2;833900;0.8339
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;2;3;1045400;1.0454
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;2;4;1135600;1.1356
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;2;5;977100;0.9771
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;4;1;1347100;1.3471
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;4;2;961900;0.9619
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;4;3;943800;0.9438
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;4;4;963000;0.9630
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;4;5;1007600;1.0076
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;8;1;924700;0.9247
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;8;2;991000;0.9910
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;8;3;872100;0.8721
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;8;4;882600;0.8826
Quick Sort Paralelo (ForkJoin);true;1000;RANDOM;8;5;923100;0.9231
Merge Sort Serial;false;1000;RANDOM;1;1;307400;0.3074
Merge Sort Serial;false;1000;RANDOM;1;2;254500;0.2545
Merge Sort Serial;false;1000;RANDOM;1;3;227100;0.2271
Merge Sort Serial;false;1000;RANDOM;1;4;233500;0.2335
Merge Sort Serial;false;1000;RANDOM;1;5;226200;0.2262
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;2;1;1188500;1.1885
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;2;2;978300;0.9783
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;2;3;1138900;1.1389
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;2;4;934400;0.9344
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;2;5;1629300;1.6293
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;4;1;1146000;1.1460
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;4;2;924100;0.9241
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;4;3;1069800;1.0698
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;4;4;1059300;1.0593
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;4;5;1125800;1.1258
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;8;1;932800;0.9328
Merge Sort Paralelo (ForkJoin);true;1000;RANDOM;8;2;976000;0.9760
